GEOID,NAME,metro_state,POP,DENSITY
2918802,"Deerfield village, Missouri","Deerfield, MO",78,766.43725292
2916192,"Conway city, Missouri","Conway, MO",776,425.78732017
2924058,"Ferrelview village, Missouri","Ferrelview, MO",798,6973.6798696
2911368,"Carl Junction city, Missouri","Carl Junction, MO",8274,1499.0221679000001
2919504,"Diggins village, Missouri","Diggins, MO",323,333.39329448
2964180,"Ste. Genevieve city, Missouri","Ste. Genevieve, MO",4416,1075.0401924
2955694,NA,"NA, MO",NA,NA
2947036,"Meadville city, Missouri","Meadville, MO",436,808.01895337
2961112,"Reeds Spring city, Missouri","Reeds Spring, MO",867,578.34596712
2950402,"Mountain Grove city, Missouri","Mountain Grove, MO",4690,1168.1727793
2940034,"Lake Ozark city, Missouri","Lake Ozark, MO",1828,252.24982018
2917272,"Creve Coeur city, Missouri","Creve Coeur, MO",18622,1812.4060474
2928000,NA,"NA, MO",NA,NA
2901090,"Amsterdam city, Missouri","Amsterdam, MO",229,400.95105699
2930016,"Halltown village, Missouri","Halltown, MO",171,812.56687117
2910468,"California city, Missouri","California, MO",4416,1178.0089848
2962912,"Rolla city, Missouri","Rolla, MO",20431,1685.0372862
2919792,"Doniphan city, Missouri","Doniphan, MO",1916,1391.9432857
2964370,NA,"NA, MO",NA,NA
2931996,"High Hill city, Missouri","High Hill, MO",177,385.15291842
2966674,"Seneca city, Missouri","Seneca, MO",2387,932.78839681
2908398,"Bridgeton city, Missouri","Bridgeton, MO",11520,791.49915863
2906976,"Bolivar city, Missouri","Bolivar, MO",11067,1335.0041976
2924706,"Flordell Hills city, Missouri","Flordell Hills, MO",802,6543.5054688
2966440,"Sedalia city, Missouri","Sedalia, MO",21629,1604.5220165
2936332,"Jamesport city, Missouri","Jamesport, MO",515,917.20708684
2941348,"Lee's Summit city, Missouri","Lee's Summit, MO",99357,1556.8630144
2971368,"Sugar Creek city, Missouri","Sugar Creek, MO",3260,309.43069787
2935450,"Iron Mountain Lake city, Missouri","Iron Mountain Lake, MO",746,380.19945501
2949034,"Moberly city, Missouri","Moberly, MO",13615,1058.9259915
2913852,"Chula city, Missouri","Chula, MO",205,1152.4124699
2909642,"Bull Creek village, Missouri","Bull Creek, MO",635,3771.5965234
2945830,"Maplewood city, Missouri","Maplewood, MO",8092,5200.0629461
2956882,"Pendleton village, Missouri","Pendleton, MO",46,506.44622225
2904132,"Bell City city, Missouri","Bell City, MO",422,766.80731157
2916678,"Cottleville city, Missouri","Cottleville, MO",5608,1214.5035767
2938612,"Kimberling City city, Missouri","Kimberling City, MO",2300,656.36491811
2919828,"Doolittle city, Missouri","Doolittle, MO",601,215.85484066
2969230,"Southwest City town, Missouri","Southwest City, MO",956,653.24276897
2930610,"Harrisonville city, Missouri","Harrisonville, MO",10078,1019.7156093
2914806,"Cliff Village village, Missouri","Cliff Village, MO",39,969.72564154
2910288,"Cabool city, Missouri","Cabool, MO",2080,533.27933466
2942536,"Lilbourn city, Missouri","Lilbourn, MO",1057,1117.6854211
2917344,"Crocker city, Missouri","Crocker, MO",1039,836.32647903
2904996,"Bertrand city, Missouri","Bertrand, MO",743,906.78803472
2941438,NA,"NA, MO",NA,NA
2969266,NA,"NA, MO",NA,NA
2948062,"Milan city, Missouri","Milan, MO",1775,1000.8662058
2938774,"King City city, Missouri","King City, MO",992,717.87197227
2935324,"Irena village, Missouri","Irena, MO",17,19.293755026
2953876,NA,"NA, MO",NA,NA
2900280,NA,"NA, MO",NA,NA
2927226,NA,"NA, MO",NA,NA
2939952,"Lake Lafayette city, Missouri","Lake Lafayette, MO",336,524.43440803
2928918,NA,"NA, MO",NA,NA
2913474,NA,"NA, MO",NA,NA
2945740,"Mansfield city, Missouri","Mansfield, MO",1245,662.09771713
2971890,"Sweet Springs city, Missouri","Sweet Springs, MO",1412,849.08905158
2979558,"Whiteside village, Missouri","Whiteside, MO",81,865.90566996
2952148,"New Melle city, Missouri","New Melle, MO",508,301.883766
2909424,"Buckner city, Missouri","Buckner, MO",3022,1692.4585339
2958934,NA,"NA, MO",NA,NA
2905320,NA,"NA, MO",NA,NA
2919684,NA,"NA, MO",NA,NA
2968852,"South Gifford village, Missouri","South Gifford, MO",48,234.68140606
2966476,"Sedgewickville village, Missouri","Sedgewickville, MO",167,260.76230266
2910144,"Butterfield city, Missouri","Butterfield, MO",475,1024.9891898
2977200,"Washburn city, Missouri","Washburn, MO",432,482.89868999
2921340,NA,"NA, MO",NA,NA
2960986,"Redings Mill village, Missouri","Redings Mill, MO",150,746.98120137
2939008,"Kirbyville village, Missouri","Kirbyville, MO",228,163.02228799
2905824,"Birmingham village, Missouri","Birmingham, MO",205,364.8123573
2927190,"Gladstone city, Missouri","Gladstone, MO",27489,3402.2141924
2953102,"North Kansas City city, Missouri","North Kansas City, MO",4571,1038.230109
2953534,"Novinger city, Missouri","Novinger, MO",433,550.20964259
2979054,"Westwood village, Missouri","Westwood, MO",281,446.94756959
2904348,"Bel-Nor village, Missouri","Bel-Nor, MO",1397,2216.0715348
2978514,"West Alton city, Missouri","West Alton, MO",527,18.29071418
2940196,"Lake Tapawingo city, Missouri","Lake Tapawingo, MO",719,1960.2284777
2975202,"Unity Village village, Missouri","Unity Village, MO",73,50.45377762
2910240,"Byrnes Mill city, Missouri","Byrnes Mill, MO",3002,585.89047947
2946964,"Mayview city, Missouri","Mayview, MO",212,1355.3485667
2954416,"Old Monroe city, Missouri","Old Monroe, MO",287,1170.4289572
2905495,"Big Lake village, Missouri","Big Lake, MO",145,87.600890778
2963074,"Roscoe village, Missouri","Roscoe, MO",117,76.441819265
2973690,"Tracy city, Missouri","Tracy, MO",337,821.21659885
2911242,"Cape Girardeau city, Missouri","Cape Girardeau, MO",40559,1395.722556
2943238,"Linn city, Missouri","Linn, MO",1593,1366.1490997
2923662,"Farber city, Missouri","Farber, MO",313,1093.37024
2946172,"Marionville city, Missouri","Marionville, MO",2181,1216.7278814
2901648,"Arcadia city, Missouri","Arcadia, MO",559,676.25444821
2922951,"Evergreen village, Missouri","Evergreen, MO",28,2.7704420278
2903052,"Bakersfield village, Missouri","Bakersfield, MO",227,165.73306516
2915562,"Collins village, Missouri","Collins, MO",152,615.85925655
2978856,"Weston city, Missouri","Weston, MO",1815,541.96524401
2978154,"Webster Groves city, Missouri","Webster Groves, MO",22819,3849.4316493
2902260,NA,"NA, MO",NA,NA
2958250,"Plattsburg city, Missouri","Plattsburg, MO",2238,621.53533306
2923428,"Fair Play city, Missouri","Fair Play, MO",483,1185.3053968
2924120,"Fidelity town, Missouri","Fidelity, MO",268,277.2183558
2921052,"East Prairie city, Missouri","East Prairie, MO",2941,2352.8806706
2981124,"Wright City city, Missouri","Wright City, MO",4309,719.33158188
2933778,NA,"NA, MO",NA,NA
2957116,"Perryville city, Missouri","Perryville, MO",8496,1043.0204139
2915760,"Commerce village, Missouri","Commerce, MO",66,190.75417995
2924094,"Festus city, Missouri","Festus, MO",12036,2079.3859375
2926434,"Garden City city, Missouri","Garden City, MO",1638,662.51305248
2961238,"Republic city, Missouri","Republic, MO",16938,1090.9540352
2971512,"Summersville city, Missouri","Summersville, MO",490,441.97162537
2920296,"Dudley city, Missouri","Dudley, MO",222,570.39252092
2904366,"Bel-Ridge village, Missouri","Bel-Ridge, MO",2675,3456.7322833
2906004,"Black Jack city, Missouri","Black Jack, MO",6918,2657.4148111
2940043,"Lake St. Louis city, Missouri","Lake St. Louis, MO",16864,1976.2051072
2923248,NA,"NA, MO",NA,NA
2907948,"Brandsville city, Missouri","Brandsville, MO",152,290.93655133
2926110,"Frontenac city, Missouri","Frontenac, MO",3543,1231.2585592
2939044,"Kirkwood city, Missouri","Kirkwood, MO",27807,3030.7386155
2972034,"Sycamore Hills village, Missouri","Sycamore Hills, MO",653,4887.3346742
2937790,"Kahoka city, Missouri","Kahoka, MO",2028,1296.9826428
2967232,NA,"NA, MO",NA,NA
2925372,"Foster village, Missouri","Foster, MO",111,233.84830903
2948386,"Mill Spring village, Missouri","Mill Spring, MO",176,399.99358379
2923077,"Excelsior Estates village, Missouri","Excelsior Estates, MO",148,615.03617999
2938792,"Kingdom City village, Missouri","Kingdom City, MO",130,71.97108489
2912592,"Center city, Missouri","Center, MO",506,1274.4714829
2940376,"Lamar city, Missouri","Lamar, MO",4294,823.50010692
2957818,"Pineville city, Missouri","Pineville, MO",807,245.12956944
2907660,"Bowling Green city, Missouri","Bowling Green, MO",5585,2076.7822077
2964244,NA,"NA, MO",NA,NA
2938846,"Kingston city, Missouri","Kingston, MO",332,639.64687592
2970738,"Stewartsville city, Missouri","Stewartsville, MO",733,741.81329836
2929116,"Greencastle city, Missouri","Greencastle, MO",246,550.43001021
2923122,"Exeter city, Missouri","Exeter, MO",769,973.18966466
2956620,"Peaceful Village village, Missouri","Peaceful Village, MO",65,331.53576507
2965108,"St. Paul city, Missouri","St. Paul, MO",2574,361.64217966
2951680,"New Bloomfield city, Missouri","New Bloomfield, MO",673,435.55782881
2922798,NA,"NA, MO",NA,NA
2951914,"New Haven city, Missouri","New Haven, MO",2072,644.94453551
2920314,"Duenweg city, Missouri","Duenweg, MO",1379,452.35392694
2919432,"Diamond town, Missouri","Diamond, MO",910,1219.0170857
2978118,"Webb City city, Missouri","Webb City, MO",12134,1404.1409018
2922996,"Everton city, Missouri","Everton, MO",299,866.51621963
2963596,"Rushville village, Missouri","Rushville, MO",280,1411.6189312
3065050,"Saco town, Montana","Saco, MT",187,615.213116
3029575,"Fromberg town, Montana","Fromberg, MT",464,1046.0426197
3058150,"Plains town, Montana","Plains, MT",1139,1853.2828478
3036400,"Hingham town, Montana","Hingham, MT",119,692.86043589
3040525,"Kevin town, Montana","Kevin, MT",136,376.26716545
3043525,"Lima town, Montana","Lima, MT",227,413.98693808
3019825,"Deer Lodge city, Montana","Deer Lodge, MT",2853,1985.7590399
3081100,"Winnett town, Montana","Winnett, MT",185,181.66664708
3003400,"Bainville town, Montana","Bainville, MT",316,315.24122667
3077125,"Virginia City town, Montana","Virginia City, MT",216,227.48016005
3077650,"Walkerville town, Montana","Walkerville, MT",708,317.98447007
3040000,"Judith Gap city, Montana","Judith Gap, MT",125,376.04771153
3051550,"Moore town, Montana","Moore, MT",177,605.13019408
3056050,"Outlook town, Montana","Outlook, MT",47,37.657122776
3061900,NA,"NA, MT",NA,NA
3011500,NA,"NA, MT",NA,NA
3048250,NA,"NA, MT",NA,NA
3039775,NA,"NA, MT",NA,NA
3017800,NA,"NA, MT",NA,NA
3030700,NA,"NA, MT",NA,NA
3024100,NA,"NA, MT",NA,NA
3079825,"Whitefish city, Montana","Whitefish, MT",8295,1192.1807358
3010375,"Browning town, Montana","Browning, MT",1014,3669.3173311
3076225,"Valier town, Montana","Valier, MT",486,561.54357075
3004300,"Bearcreek town, Montana","Bearcreek, MT",82,716.80650725
3079525,"West Yellowstone town, Montana","West Yellowstone, MT",1376,1744.9493543
3062275,"Richey town, Montana","Richey, MT",171,663.73621874
3042850,"Lavina town, Montana","Lavina, MT",167,165.15005575
3064975,"Ryegate town, Montana","Ryegate, MT",234,310.45387659
3038950,"Ismay town, Montana","Ismay, MT",19,45.285510778
3054925,NA,"NA, MT",NA,NA
3074725,NA,"NA, MT",NA,NA
3064900,NA,"NA, MT",NA,NA
3067600,"Sheridan town, Montana","Sheridan, MT",742,735.18742091
3047425,"Malta city, Montana","Malta, MT",1861,1809.2387663
3064300,NA,"NA, MT",NA,NA
3034450,"Harlowton city, Montana","Harlowton, MT",987,1577.4094189
3005275,"Belt town, Montana","Belt, MT",564,1669.2662924
3053200,"Neihart town, Montana","Neihart, MT",49,24.651536265
3002050,NA,"NA, MT",NA,NA
3003625,NA,"NA, MT",NA,NA
3001675,"Anaconda-Deer Lodge County, Montana","Anaconda-Deer Lodge County, MT",9140,12.406969979
3056425,NA,"NA, MT",NA,NA
3052600,NA,"NA, MT",NA,NA
3069475,NA,"NA, MT",NA,NA
3066550,NA,"NA, MT",NA,NA
3056125,NA,"NA, MT",NA,NA
3013900,NA,"NA, MT",NA,NA
3039627,NA,"NA, MT",NA,NA
3075287,NA,"NA, MT",NA,NA
3074575,"Townsend city, Montana","Townsend, MT",2152,1416.4992954
3065575,NA,"NA, MT",NA,NA
3034525,NA,"NA, MT",NA,NA
3007150,NA,"NA, MT",NA,NA
3059500,NA,"NA, MT",NA,NA
3009775,"Broadview town, Montana","Broadview, MT",183,698.64816253
3039175,NA,"NA, MT",NA,NA
3071800,NA,"NA, MT",NA,NA
3040685,NA,"NA, MT",NA,NA
3082130,NA,"NA, MT",NA,NA
3079935,NA,"NA, MT",NA,NA
3068050,NA,"NA, MT",NA,NA
3081025,"Winifred town, Montana","Winifred, MT",195,372.31317356
3009250,NA,"NA, MT",NA,NA
3055450,NA,"NA, MT",NA,NA
3049000,"Melstone town, Montana","Melstone, MT",110,178.91251583
3004900,NA,"NA, MT",NA,NA
3029500,"Froid town, Montana","Froid, MT",203,325.54158465
3078925,"Westby town, Montana","Westby, MT",154,274.09446359
3028450,"Fort Peck town, Montana","Fort Peck, MT",239,267.55102948
3006325,NA,"NA, MT",NA,NA
3064375,NA,"NA, MT",NA,NA
3060475,NA,"NA, MT",NA,NA
3073075,NA,"NA, MT",NA,NA
3064675,NA,"NA, MT",NA,NA
3041725,NA,"NA, MT",NA,NA
3079900,"Whitehall town, Montana","Whitehall, MT",1150,1631.1811427
3021025,"Dodson town, Montana","Dodson, MT",117,704.26562485
3026950,NA,"NA, MT",NA,NA
3010000,NA,"NA, MT",NA,NA
3018700,NA,"NA, MT",NA,NA
3004975,"Belgrade city, Montana","Belgrade, MT",9503,2495.4932832
3038275,NA,"NA, MT",NA,NA
3026800,"Flaxville town, Montana","Flaxville, MT",67,855.11006643
3028600,NA,"NA, MT",NA,NA
3039925,"Jordan town, Montana","Jordan, MT",386,1106.1124108
3023500,NA,"NA, MT",NA,NA
3018025,NA,"NA, MT",NA,NA
3066250,NA,"NA, MT",NA,NA
3021850,"Drummond town, Montana","Drummond, MT",335,607.51822073
3041910,NA,"NA, MT",NA,NA
3011397,"Butte-Silver Bow (balance), Montana","Butte-Silver Bow, MT",34207,47.791370596
3075475,"Twin Bridges town, Montana","Twin Bridges, MT",417,411.11249262
3022600,"Dutton town, Montana","Dutton, MT",319,1008.6460316
3035435,NA,"NA, MT",NA,NA
3070150,NA,"NA, MT",NA,NA
3040075,"Kalispell city, Montana","Kalispell, MT",24565,2045.7573368
3073675,"Terry town, Montana","Terry, MT",556,711.70185127
3032575,"Grass Range town, Montana","Grass Range, MT",105,750.84137695
3023125,"East Helena city, Montana","East Helena, MT",2103,523.41075736
3049525,"Miles City city, Montana","Miles City, MT",8264,2458.193265
3050200,"Missoula city, Montana","Missoula, MT",75516,2191.0129942
3067450,"Shelby city, Montana","Shelby, MT",3023,522.85868098
3036700,"Hobson city, Montana","Hobson, MT",231,1081.426342
3009475,"Bridger town, Montana","Bridger, MT",755,947.09290606
3064150,"Ronan city, Montana","Ronan, MT",2116,1758.0058946
3033775,"Hamilton city, Montana","Hamilton, MT",4898,2020.6267125
3003475,"Baker city, Montana","Baker, MT",1893,1675.9006269
3028000,"Fort Benton city, Montana","Fort Benton, MT",1432,624.46494911
3014200,"Chester town, Montana","Chester, MT",853,1751.433338
3014575,"Chinook city, Montana","Chinook, MT",1254,2399.100702
3015550,"Clyde Park town, Montana","Clyde Park, MT",311,856.17799877
3009700,"Broadus town, Montana","Broadus, MT",462,1312.6926198
3071200,"Stevensville town, Montana","Stevensville, MT",2072,1600.0240717
3014950,"Circle town, Montana","Circle, MT",605,772.2033783
3031450,"Glendive city, Montana","Glendive, MT",4910,1413.4715604
3064525,"Roundup city, Montana","Roundup, MT",1850,1430.5634741
3012775,"Cascade town, Montana","Cascade, MT",679,1034.7906366
3019300,"Darby town, Montana","Darby, MT",798,1308.9636604
3067900,"Sidney city, Montana","Sidney, MT",6173,1876.5967067
3075775,NA,"NA, MT",NA,NA
3008162,NA,"NA, MT",NA,NA
3063940,NA,"NA, MT",NA,NA
3044350,NA,"NA, MT",NA,NA
3039700,"Joliet town, Montana","Joliet, MT",655,2386.4846227
3023650,"Ekalaka town, Montana","Ekalaka, MT",372,361.34691347
3047875,NA,"NA, MT",NA,NA
3065650,NA,"NA, MT",NA,NA
3067525,NA,"NA, MT",NA,NA
3053725,NA,"NA, MT",NA,NA
3028862,NA,"NA, MT",NA,NA
3029875,NA,"NA, MT",NA,NA
3004575,NA,"NA, MT",NA,NA
3003175,NA,"NA, MT",NA,NA
3038725,NA,"NA, MT",NA,NA
3065065,NA,"NA, MT",NA,NA
3038480,NA,"NA, MT",NA,NA
3035350,NA,"NA, MT",NA,NA
3044800,NA,"NA, MT",NA,NA
3031075,"Glasgow city, Montana","Glasgow, MT",3322,2366.9913378
3055260,NA,"NA, MT",NA,NA
3012625,NA,"NA, MT",NA,NA
3069900,NA,"NA, MT",NA,NA
3068425,NA,"NA, MT",NA,NA
3008725,NA,"NA, MT",NA,NA
3029275,NA,"NA, MT",NA,NA
3001300,NA,"NA, MT",NA,NA
3035275,NA,"NA, MT",NA,NA
3044950,NA,"NA, MT",NA,NA
3035640,NA,"NA, MT",NA,NA
3015475,NA,"NA, MT",NA,NA
3035875,NA,"NA, MT",NA,NA
3056650,NA,"NA, MT",NA,NA
3052315,NA,"NA, MT",NA,NA
3003212,NA,"NA, MT",NA,NA
3081250,NA,"NA, MT",NA,NA
3058840,NA,"NA, MT",NA,NA
3028650,NA,"NA, MT",NA,NA
3056575,NA,"NA, MT",NA,NA
3072850,NA,"NA, MT",NA,NA
3027850,NA,"NA, MT",NA,NA
3033250,NA,"NA, MT",NA,NA
3000850,NA,"NA, MT",NA,NA
3072475,NA,"NA, MT",NA,NA
3065537,NA,"NA, MT",NA,NA
3082675,NA,"NA, MT",NA,NA
3030625,NA,"NA, MT",NA,NA
3040355,NA,"NA, MT",NA,NA
3036250,NA,"NA, MT",NA,NA
3011200,NA,"NA, MT",NA,NA
3024325,NA,"NA, MT",NA,NA
3005800,NA,"NA, MT",NA,NA
3028150,NA,"NA, MT",NA,NA
3043675,NA,"NA, MT",NA,NA
3076900,NA,"NA, MT",NA,NA
3017500,NA,"NA, MT",NA,NA
3066212,NA,"NA, MT",NA,NA
3064075,NA,"NA, MT",NA,NA
3013975,NA,"NA, MT",NA,NA
3048100,NA,"NA, MT",NA,NA
3048625,NA,"NA, MT",NA,NA
3044275,"Lodge Grass town, Montana","Lodge Grass, MT",447,1732.2157077
3054510,NA,"NA, MT",NA,NA
3081925,NA,"NA, MT",NA,NA
3018250,NA,"NA, MT",NA,NA
3024475,"Ennis town, Montana","Ennis, MT",993,1344.8699865
3034375,"Harlem city, Montana","Harlem, MT",835,1996.2118091
3072625,"Superior town, Montana","Superior, MT",867,907.91783809
3032800,"Great Falls city, Montana","Great Falls, MT",58434,2543.8065961
3043450,"Libby city, Montana","Libby, MT",2779,1508.6213521
3062200,"Rexford town, Montana","Rexford, MT",158,1869.7967349
3075025,"Troy city, Montana","Troy, MT",964,1138.9433956
3014650,"Choteau city, Montana","Choteau, MT",1710,1175.1128991
3025225,"Fairfield town, Montana","Fairfield, MT",723,2370.0547835
3020800,"Dillon city, Montana","Dillon, MT",4301,2424.5260743
3047575,"Manhattan town, Montana","Manhattan, MT",1906,1090.5906485
3073975,"Three Forks city, Montana","Three Forks, MT",2055,1409.8822517
3016825,"Columbus town, Montana","Columbus, MT",2079,1514.7002089
3008575,"Boulder city, Montana","Boulder, MT",1276,1135.004215
3035600,"Helena city, Montana","Helena, MT",33124,1969.2250552
3016600,"Columbia Falls city, Montana","Columbia Falls, MT",5876,2672.5782171
